,coordinates,label
1263,"-117.2924204,34.12438986","0
"
1264,"-122.39719,37.76266","0.3125
"
1265,"121.5,31.2","0.3
"
1266,"-73.56725453,45.75975883","0.3590909090909091
"
1267,"-79.38512824,43.6408863","0
"
1268,"-118.2445,34.0564","0.15
"
1269,"-90.04,29.9628","0.029843073593073588
"
1270,"77.19102783,28.5974128","0.15
"
1271,"-74.0064,40.7142","0.13636363636363635
"
1272,"-77.27126,38.86817","0.4513888888888889
"
1273,"-96.84870148,33.15380096","0
"
1274,"-74.0064,40.7142","0.13636363636363635
"
1275,"-73.9259,40.7722","-0.09375
"
1276,"124.95827323,11.28833681","0.18888888888888888
"
1277,"-1.86980441,50.74433653","0
"
1278,"-81.32806152,48.47593351","0
"
1279,"-117.86996,33.59552","0.5
"
1280,"-73.972216,40.77274259","0
"
1281,"-119.0337837,35.3378751","0.8
"
1282,"-75.1651,39.9527","-0.09999999999999998
"
1283,"-92.1042748,32.50096055","0.3314393939393939
"
1284,"-118.2445,34.0564","-0.09166666666666667
"
1285,"77.21468578,28.55898833","0.5
"
1286,"-122.3253567,47.6042393","0.43333333333333335
"
1287,"-79.7164011,43.7742911","0.13636363636363635
"
1288,"-79.4094556,43.67815","0.8
"
1289,"100.4557156,5.3635456","0.5
"
1290,"151.20797,-33.86751","0
"
1291,"-114.36666667,43.66666667","0
"
1292,"-75.1651,39.9527","-0.12083333333333335
"
1293,"91.8262096,22.3478191","0
"
1294,"-118.49227,34.01158","0.225
"
1295,"-122.747,48.9322","-0.12916666666666668
"
1296,"144.9502,-37.7096","0.48
"
1297,"-73.56725453,45.75975883","0.25
"
1298,"-96.7847,46.8789","0
"
1299,"-75.59468317,6.18968463","-0.6999999999999998
"
1300,"-85.58,44.34","0.1875
"
1301,"-79.9372,32.7872","0.125
"
1302,"-78.3195,44.30592","0.6
"
1303,"-77.6204,43.1557","0.15714285714285717
"
1304,"-96.80138889,36.33638889","0
"
1305,"115.16736031,-8.6773787","0.26666666666666666
"
1306,"151.20797,-33.86751","0.30000000000000004
"
1307,"-85.30584,35.03573","0.2357142857142857
"
1308,"-122.45955,37.67771","0.05
"
1309,"-58.51909261,-34.85204083","0
"
1310,"-96.74520111,32.9632988","0
"
1311,"-96.7977,32.7774","0
"
1312,"85.310244,27.713776","0.35000000000000003
"
1313,"-73.751636,40.707443","0
"
1314,"176.91916102,-39.49067712","0
"
1315,"8.8833,9.9333","0.2
"
1316,"-120.08082658,36.97652892","0.25
"
1317,"-84.3889,33.7566","0.2
"
1318,"100.65507813,13.86200131","0.06000000000000001
"
1319,"-74.0064,40.7142","0.09318181818181817
"
1320,"-79.3872,43.648","0
"
1321,"151.20797,-33.86751","0
"
1322,"151.20797,-33.86751","0
"
1323,"-154.9495404,19.5686312","0
"
1324,"-84.3889,33.7566","0.1111111111111111
"
1325,"7.42936372,8.96389499","0
"
1326,"72.8764,19.0627","-0.6
"
1327,"-87.65526472,41.72657052","0.175
"
1328,"-117.9895294,33.6593209","0
"
1329,"-73.9051,40.8787","0
"
1330,"-118.2293731,34.18872781","1
"
1331,"116.52099609,40.01709786","0.1574074074074074
"
1332,"-118.39561,34.14453","-0.125
"
1333,"-84.5,39.13333333","0
"
1334,"3.39583,6.45306","-0.3
"
1335,"-118.1164613,34.5794343","0
"
1336,"-118.47399873,46.04728282","0
"
1337,"46.71,24.6769","0
"
1338,"7.42936372,8.96389499","0
"
1339,"-73.56725453,45.75975883","0.225
"
1340,"-93.6914,32.5177","0
"
1341,"-76.614,39.2944","-0.05799999999999996
"
1342,"26.9809743,37.7526043","0.2785714285714286
"
1343,"-71.4221,41.8236","0.1
"
1344,"-0.0810585,51.5167977","0
"
1345,"-80.0667604,37.279378","0
"
1346,"-90.1978,38.6272","0.2
"
1347,"-78.3195,44.30592","0.6
"
1348,"24,-29","0.40909090909090906
"
1349,"151.20797,-33.86751","0
"
1350,"121.03634781,14.63927286","0.1590909090909091
"
1351,"-83.9179,35.9642","0
"
1352,"-118.63575,34.03653","0.55
"
1353,"39.23486148,21.49667261","0
"
1354,"-73.56726563,45.63697547","0
"
1355,"7.42936372,8.96389499","0
"
1356,"-80.6495,41.1001","1
"
1357,"72.85824856,19.28080909","0.30625
"
1358,"-72.87785036,40.75258205","-0.1
"
1359,"103.8601612,13.3592704","-0.041666666666666664
"
1360,"35.016,-15.788","-0.25
"
1361,"-95.35900225,29.74660701","0
"
1362,"120.9181056,13.8385274","0.5
"
1363,"-74.1545,40.8679","0.25
"
1364,"-71.3833,41.5167","0
"
1365,"-93.62040577,41.58521648","0.19916666666666666
"
