word,frequency
@yunggravy:,64.0
lord,64.0
known,64.0
light,64.0
army,64.0
super,64.0
https://,64.0
govt's,64.0
pistol,64.0
mother,64.0
scheme,64.0
mf,64.0
release,64.0
republicans,64.0
airport,64.0
1st,64.0
obvious,64.0
forward,64.0
cnn,64.0
(lack,64.0
cell,64.0
sanders,64.0
coronaviruschallenge,64.0
silenced,64.0
co/m,64.0
18,64.0
takes,64.0
unless,64.0
@girlsreallyrule:,64.0
race,64.0
episode,63.0
nfl,63.0
wasn't,63.0
fully,63.0
needed,63.0
ugly,63.0
postpone,63.0
bu,63.0
often,63.0
failed,63.0
1),63.0
fast,63.0
vs,63.0
completely,63.0
co/yjdbz9qj0d,63.0
gravest,63.0
actual,63.0
tolu,63.0
@carryonkeith:,62.0
ogunlesi,62.0
de,62.0
extra,62.0
(per:,62.0
initiates,62.0
republicansarekillingus,62.0
bringing,62.0
alcoholic,62.0
january,62.0
sun,62.0
diseases,62.0
@yoshtisune:,62.0
breathing,62.0
awareness,62.0
@naretevduorp:,62.0
"9/24/19",62.0
@haskologlu:,62.0
"inquiry",62.0
botched,62.0
insisted,62.0
"11/17/19",62.0
@ekwulu:,62.0
":",62.0
mes,62.0
balconies,62.0
pranam,61.0
@monaghanlab:,61.0
berliners,61.0
w/,61.0
weakest,61.0
bed,61.0
@electroboyusa:,61.0
advice,61.0
molecular,61.0
stand,61.0
beach,61.0
effect,61.0
qpcr),61.0
cancelling,61.0
unite,61.0
dealing,61.0
obviously,60.0
prepared,60.0
write,60.0
stupidity,60.0
poll,60.0
@naseehapatel:,60.0
affect,60.0
laughing,60.0
reality,60.0
@okaishawty:,60.0
rn,60.0
lose,60.0
irresponsible,60.0
son,60.0
raging,60.0
@kapilmishra_ind:,60.0
15,60.0
la,60.0
lies,60.0
experts,60.0
account,59.0
store,59.0
@derekjgz:,59.0
simple,59.0
@psychdr100:,59.0
members,59.0
@ddwiese:,59.0
neglige,59.0
catching,59.0
trash,59.0
whatever,59.0
prayer,59.0
based,59.0
dad,59.0
website,59.0
@therickwilson,59.0
jabin,59.0
area,59.0
@_rohanverma:,59.0
surprised,59.0
natural,59.0
bug,58.0
james,58.0
insta,58.0
prime,58.0
companies,58.0
throw,58.0
gave,58.0
co/mujxt6n0hp,58.0
drop,58.0
attack,58.0
babies,58.0
adress,58.0
governments,58.0
blaming,58.0
helping,58.0
meet,58.0
coach,57.0
youve,57.0
crying,57.0
massive,57.0
interview,57.0
"update:",57.0
top,57.0
beef,57.0
