,word,positive,negative
2666,"curve",0,0
2667,acts,1,3
2668,virus-,2,1
2669,concerns,2,2
2670,signed,2,0
2671,reject,0,2
2672,kept,1,2
2673,spreads,4,0
2674,leaving,2,1
2675,@era_marku:,2,3
2676,co/rst5m,1,3
2677,draw,1,1
2678,republican,4,1
2679,art,1,0
2680,cost,2,2
2681,escape,3,0
2682,cities,2,2
2683,sake,2,1
2684,abvp,2,1
2685,infectious,1,2
2686,han,3,0
2687,ye,1,2
2688,lie,1,1
2689,prisoners,2,0
2690,dis,3,0
2691,proper,3,1
2692,ah,2,2
2693,cdc:,3,0
2694,whenever,1,0
2695,eye,4,3
2696,*continue,3,0
2697,@jacob_meyou7:,3,0
2698,husband,1,3
2699,evening,1,1
2700,sanctions,4,2
2701,pegg,1,5
2702,@rafaelshimunov:,3,3
2703,janata,4,2
2704,faced,2,2
2705,shameful,3,2
2706,maintaining,4,2
2707,lemme,1,1
2708,frost,1,5
2709,cousin,1,0
2710,@bbcquestiontime,9,3
2711,hygiene,4,2
2712,@lmgriffjohnson:,2,1
2713,bitches,3,1
2714,donators,4,0
2715,train,5,2
2716,album,0,2
2717,elsewhere,0,1
2718,convinced,3,0
2719,increased,1,3
2720,socialdistanacing,2,0
2721,un,1,1
2722,shah,5,0
2723,headache,3,0
2724,abhorrent,0,2
2725,urging,0,0
2726,mentioned,4,0
2727,asap,0,1
2728,celebrations,5,1
2729,network,1,1
2730,app,2,1
2731,peoples,2,0
2732,governor,3,1
2733,celebrate,0,2
2734,accurate,2,2
2735,conversation,3,1
2736,subscribe,2,0
2737,shift,1,0
2738,print,2,2
2739,@nsaina:,1,1
2740,logic,1,0
2741,checking,2,0
2742,16,1,0
2743,aid,0,2
2744,covid19uk,2,1
2745,surely,3,1
2746,lab,1,0
2747,@theellenshow,1,3
2748,gov,1,2
2749,dropping,1,1
2750,faith,1,1
2751,co/ycrou0dzd1,1,0
2752,feed,4,2
2753,chaos,6,0
2754,govts,5,0
2755,statement,1,3
2756,pollen,0,1
2757,transmission,5,0
2758,japan,4,3
2759,@fema,2,2
2760,badly,2,0
2761,unreal,4,1
2762,detention,0,0
2763,pussy,1,0
2764,asuu,1,1
2765,divisive,1,0
2766,civilization,2,0
2767,peak,1,1
2768,moved,3,1
2769,lil,0,2
2770,advertisers,3,0
2771,commentator,1,0
2772,soaps,3,2
2773,ffs,2,1
2774,twice,2,1
2775,assisting,2,0
2776,abortion,4,2
2777,aren't,0,0
2778,essential,3,1
2779,blues,4,0
2780,crude,1,2
2781,throat,6,1
2782,ignore,2,1
2783,crush,2,0
2784,quiet,0,2
2785,kim,1,3
2786,highest,1,0
2787,brilliant,2,0
2788,offices,1,0
2789,sites,2,0
2790,married,4,1
2791,offer,1,1
2792,midst,3,1
2793,del,3,1
2794,bodies,1,1
2795,joe,3,3
2796,lazy,1,1
2797,spending,0,0
2798,@profwolff:,2,2
2799,photos,3,0
2800,nature,2,0
2801,melania,5,2
2802,incredible,1,2
2803,https:,1,0
2804,ft,3,0
2805,imposed,2,0
2806,japanese,0,3
2807,balochistan,3,2
2808,kick,2,0
2809,@therightmelissa:,1,0
2810,ms,2,0
2811,commuting,3,2
2812,scale,0,1
2813,targeted,4,0
2814,trump/,3,0
2815,co/cjuqqu1vnq,2,2
2816,four,1,0
2817,build,1,0
2818,dream,1,0
2819,ongoing,2,0
2820,showed,5,1
2821,treated,2,1
2822,pregnant,0,1
2823,@alayonimiii:,1,0
2824,(corona),3,1
2825,@oluniyigates:,5,1
2826,afternoon,3,0
2827,finding,3,1
2828,dry,4,1
2829,environment,0,0
2830,praying,2,1
2831,lipid,3,2
2832,deserve,2,0
2833,greatest,3,1
2834,mouth,3,2
2835,african,3,2
2836,@proviewsusa:,2,3
2837,treating,3,2
2838,@dragonflyjonez:,1,1
2839,western,3,2
2840,whistles,7,1
2841,wipe,1,0
2842,allergies,0,2
2843,typewriter,2,1
2844,@nbcnews,2,0
2845,correct,0,0
2846,delay,1,1
2847,radical,1,0
2848,fears,5,1
2849,rough,2,1
2850,november,6,4
2851,rev,3,1
2852,nope,5,2
2853,@donttrythis:,6,1
2854,earn,1,2
2855,virtual,3,2
2856,1000,3,2
2857,@chelle2x:,2,0
2858,@oann,1,0
2859,"cause",0,0
2860,june,3,2
2861,oil,2,0
2862,incoming,1,0
2863,authorities,2,0
2864,@kokomothegreat:,0,0
2865,@azmishabana:,5,0
2866,brady,0,4
2867,fixed,1,0
2868,forgot,4,0
2869,shutdown,2,0
2870,genius,3,1
2871,nd,2,2
2872,bottle,1,1
2873,pre-corona,1,0
2874,@gatewaypundit:,2,1
2875,@hughriminton:,2,0
2876,above,3,1
2877,map,1,1
2878,speed,3,1
2879,harder,4,0
2880,@zofeenmaqsood:,2,0
2881,critical,2,0
2882,bender,1,0
2883,mexican,1,0
2884,co/ixbmhvcfoy,2,0
2885,bomboclaat,2,0
2886,groups,6,0
2887,petty,0,0
2888,@omundson:,4,1
2889,@miracleshadrack:,2,0
2890,2:2,3,1
2891,instructions,4,3
2892,remix,3,1
2893,pull,2,1
2894,@angryblkhoemo:,1,0
2895,cheesy,2,0
2896,rhetoric,1,1
2897,amit,5,0
2898,bag,1,0
2899,wallet,2,1
2900,enjin,1,1
2901,intensive,1,1
2902,lmaooo,1,0
2903,thyatir,3,1
2904,shots,3,2
2905,reach,1,0
2906,holiday,2,0
2907,nationwide,2,0
2908,covid2019india,2,1
2909,ships,4,0
2910,kenya,1,2
2911,suddenly,3,1
2912,earlier,1,0
2913,tbh,2,0
2914,changing,2,1
2915,co/ztois,2,0
2916,mossad,1,0
2917,becoming,3,0
2918,uncle,2,0
2919,remove,3,2
2920,tweeted,1,1
2921,impeccable,3,0
2922,insane,1,1
2923,@jgreenblattadl:,1,0
2924,@steveguest:,3,0
2925,wanting,3,0
2926,semester,3,1
2927,shake,0,1
2928,@lowkeyheighkey:,0,1
2929,topics,0,1
2930,owner,2,1
2931,doc,0,0
2932,@david_j_roth:,2,0
2933,smoke,0,1
2934,here:,3,0
2935,blind,3,2
2936,fair,1,0
2937,temp,0,0
2938,chronology,5,0
2939,@cristinalail,2,1
2940,publicly,5,2
2941,french,3,0
2942,@elijahschaffer:,4,0
2943,preparation,1,1
2944,squint,2,0
2945,gross,2,0
2946,cash,2,1
2947,co/ejlouyyx1h,2,1
2948,suffer,2,0
2949,ca,2,0
2950,deliberately,1,0
2951,hundreds,3,0
2952,citizen,3,0
2953,coronavirusindia,1,1
2954,wit,0,0
2955,pande,2,0
2956,deliberate,3,1
2957,personal,2,0
2958,cameramans,4,0
2959,"rt",0,0
2960,usually,4,1
2961,netflix,2,0
2962,temporarily,0,0
2963,knowledge,3,1
2964,banks,3,2
2965,cli,2,3
2966,@volariume:,2,1
2967,twitter:,0,0
2968,"token",0,0
2969,filling,1,1
2970,mood,4,0
2971,hiding,1,1
2972,"curfew",0,0
2973,@bbhuttozardari,3,0
2974,properly,2,0
2975,@rapup,0,1
2976,sa,1,3
2977,apocalypse,4,1
2978,similar,1,1
2979,starts,3,0
2980,carefully,0,1
2981,eaten,4,0
2982,doomed,1,1
2983,17,7,4
2984,j,1,0
2985,cup,2,2
2986,dallas,3,0
2987,rs,0,0
2988,lift,1,1
2989,customers,2,0
2990,@piersmorgan,2,1
2991,@letsweeb:,2,0
2992,everythings,0,0
2993,@urfavissafe:,0,1
2994,--,2,1
2995,progress,2,0
2996,@obadimz:,3,2
2997,books,1,1
2998,mainstream,2,1
2999,garbage,2,0
3000,freedom,0,1
3001,donate,2,1
3002,nearly,1,0
3003,saved,5,0
3004,@royalkenyah:,2,0
3005,@saketgokhale:,5,0
3006,disturbing,3,0
3007,charts,1,0
3008,vitamin,0,0
3009,park,0,0
3010,returned,3,1
3011,nor,2,0
3012,turmoil,0,1
3013,weebs,2,0
3014,established,1,1
3015,toll,0,0
3016,premier,0,0
3017,wind,2,0
3018,minute,1,1
3019,giveaway,3,1
3020,terrible,0,2
3021,purpose,4,1
3022,despicable,3,1
3023,fan,1,1
3024,politicians,1,2
3025,testicles,2,0
3026,pictures,2,1
3027,movies,3,0
3028,@drnealhouston:,1,1
3029,"2020",0,0
3030,imposing,3,1
3031,cock,1,3
3032,contracted,2,2
3033,ut,1,0
3034,window,1,0
3035,advantage,2,0
3036,co/1s4n,1,1
3037,inner,2,1
3038,cute,4,1
3039,entitled,0,0
3040,pos,1,0
3041,passing,2,2
3042,teams,2,0
3043,doi,2,0
3044,@roxburghxo:,1,0
3045,@amjsutherland:,3,0
3046,amen,1,0
3047,voting,3,2
3048,coincidence,3,1
3049,burr,2,1
3050,biden,1,1
3051,boredom,2,0
3052,refer,0,1
3053,hoe,0,2
3054,panels,3,2
3055,secret,3,0
3056,filled,4,1
3057,'if,0,0
3058,@martynmcl:,0,2
3059,"break",0,0
3060,israelis,2,1
3061,@cryptotipsfr:,1,1
3062,sweden,1,0
3063,won,0,1
3064,packed,1,1
3065,accept,1,0
3066,became,5,2
3067,shortness,1,2
3068,teen,1,2
3069,directly,3,1
3070,function,2,2
3071,prisons,2,0
3072,@bahayogi:,3,2
3073,avoiding,1,0
3074,immigration,1,1
3075,several,1,2
3076,prepper,2,1
3077,uni,1,0
3078,theyll,3,1
3079,@dilleyshow,1,2
3080,terms,1,0
3081,hahahha,0,4
3082,@acosta,3,0
3083,diagnosed,1,0
3084,self-assembled,3,2
3085,musicians,1,1
3086,underestimate,3,1
3087,camera,1,0
3088,tom,0,4
3089,communist,0,0
3090,pill,0,0
3091,omfg,3,0
3092,em,0,0
3093,snowflake,1,1
3094,below,1,1
3095,russian,2,1
3096,sold,3,0
3097,judged,2,0
3098,ga,2,1
3099,limited,1,2
3100,trumppandemic,1,1
3101,@juddapatow:,2,0
3102,efforts,0,2
3103,fb,3,1
3104,bay,2,2
3105,taskforce,1,0
3106,hy,2,1
3107,fix,2,0
3108,makeup,1,0
3109,bilayer,3,2
3110,marry,2,0
3111,shopping,1,0
3112,ab,0,1
3113,scam,3,2
3114,corona's,0,0
3115,father,1,0
3116,compa,5,0
3117,buried,3,1
3118,status,1,1
3119,story:,1,0
3120,alert,0,3
3121,policy,1,0
3122,dark,4,1
3123,asses,2,0
3124,reception,2,0
3125,functions,5,0
3126,rep,1,0
3127,anyways,4,0
3128,stealing,0,0
3129,outbreaks,2,0
3130,cleaned,4,1
3131,collapse,1,2
3132,outsourced,5,0
3133,seconds,1,2
3134,hits,1,0
3135,88%,2,3
3136,careful,4,3
3137,ads,0,1
3138,heat,1,2
3139,fucken,1,1
3140,daughter,1,1
3141,@innomatijane:,2,0
3142,nanoparticle,3,2
3143,excited,4,1
3144,@cameron_foreman:,4,1
3145,cleaning,0,0
3146,tl,0,0
3147,@joyce_karam:,0,0
3148,"me:",0,0
3149,covid19on,1,0
3150,mix,1,1
3151,feminist,0,0
3152,ji's,0,0
3153,co/mdewoc8qpu,3,0
3154,actions,1,1
3155,dumbass,2,0
3156,hahaha,2,0
3157,china's,0,0
3158,responded,0,2
3159,"allah",0,0
3160,theory,1,2
3161,mocking,0,0
3162,chicken,1,0
3163,gotten,1,0
3164,donation,2,2
3165,sniping,0,1
3166,@baldingsworld:,0,2
3167,criminals,4,0
3168,gathering,1,0
3169,smoking,1,1
3170,@joshuapotash:,1,1
3171,ayifuni,2,0
3172,(to,2,1
3173,matters,0,2
3174,81,3,1
3175,saving,5,1
3176,@larryschweikart:,1,1
3177,@pittman_george:,1,0
3178,@jibomi:,1,0
3179,parties,0,0
3180,raising,2,1
3181,field,1,0
3182,corner,1,0
3183,co/owo4y2faz4,1,0
3184,100k,1,0
3185,goal,3,1
3186,dera,1,1
3187,concert,1,0
3188,new:,4,1
3189,(and,1,0
3190,@wwwojtekk:,0,1
3191,enter,3,0
3192,gazi,1,1
3193,fellows,1,1
3194,officials,1,0
3195,@rizwanahmed:,5,0
3196,@avocadovsz:,0,2
3197,transfer,0,0
3198,@bdutt:,0,1
3199,winning,0,0
3200,host,3,0
3201,perhaps,1,1
3202,spouse,2,0
3203,co/axxrkt3qpi,3,0
3204,unites,3,1
3205,guide,4,0
3206,@rak_strong:,1,0
3207,activities,3,0
3208,actively,0,0
3209,"am",0,0
3210,2nd,3,2
3211,classes,1,1
3212,ending,3,1
3213,infections,0,1
3214,disney,2,1
3215,invented,3,0
3216,jnu,1,1
3217,conclusion,0,1
3218,@joshua1eo:,3,0
3219,swine,1,0
3220,mins,7,1
3221,false,1,1
3222,co/8lmxdypcnp,1,0
3223,provinces,3,2
3224,clip,2,0
3225,mountain,1,0
3226,added,2,1
3227,moron,2,2
3228,whilst,2,0
3229,@shoe0nhead:,0,0
3230,johnson's,0,0
3231,misleading,4,0
3232,prey,1,0
3233,pi,1,1
3234,played,1,0
3235,tiny,4,0
3236,@ed_solomon:,2,0
3237,administration,3,2
3238,congress,1,0
3239,smart,1,0
3240,download,4,0
3241,seem,1,1
3242,@orchardcitygal:,0,1
3243,coffee,0,2
3244,maga,2,0
3245,msm,2,2
3246,lit,1,0
3247,driving,2,0
3248,somehow,1,0
3249,@2larryjohnson7,3,1
3250,co/llzcbrmwrz,0,0
3251,@bbclaurak:,1,0
3252,warned,1,1
3253,stressed,2,1
3254,management,1,0
3255,daniel,3,1
3256,entering,1,2
3257,led,0,1
3258,journalists,3,0
3259,click,5,0
3260,pandemics,4,2
3261,contain,1,1
3262,profit,2,2
3263,affecting,3,1
3264,supporters,2,2
3265,11,3,0
3266,bye,0,2
3267,risking,1,1
3268,rising,0,0
3269,tawainese,0,2
3270,balc,0,0
3271,fitness,2,0
3272,nose,2,0
3273,rumours,1,3
3274,gcses,5,2
3275,mercy,0,1
3276,shower,1,0
3277,5g,1,2
3278,reporters,1,1
3279,coughed,1,0
3280,brexit,2,0
3281,loves,2,0
3282,finland,0,1
3283,@inevitable_et,1,1
3284,@adamschefter,3,0
3285,constantly,1,0
3286,@mikayesfiona:,2,1
3287,fakenews,0,1
3288,phrase,0,2
3289,manner,3,1
3290,court,1,0
3291,mens,2,0
3292,@l_tido:,2,1
3293,homeless,1,1
3294,gatherings,4,2
3295,bull,2,2
3296,bushcraft,2,1
3297,damned,2,1
3298,gaga,1,0
3299,bio,1,0
3300,@siralexas:,1,0
3301,diplomatic,1,0
3302,recover,1,0
3303,meant,1,1
3304,cares,2,0
3305,tightness,1,1
3306,celebrating,0,0
3307,@jazayerli:,3,2
3308,crime,1,2
3309,destroy,0,1
3310,station,1,1
3311,widespread,0,1
3312,103,0,0
3313,visiting,2,0
3314,floor,1,0
3315,referring,2,1
3316,colleagues/friends,4,0
3317,fit,1,1
3318,blocking,1,1
3319,angry,1,0
3320,match,0,0
3321,lung,3,3
3322,@olwee:,2,0
3323,"crisis",0,0
3324,training,2,1
3325,escaped,3,0
3326,practicing,0,2
3327,"closed",0,0
3328,@egyptian_celeb:,3,0
3329,weapon,1,0
3330,decision,5,1
3331,received,2,0
3332,ohh,2,0
3333,paedophiles,1,0
3334,hiv,1,2
3335,weirdo,1,1
3336,flowers,1,1
3337,imag,3,0
3338,buhari,1,2
3339,regularly,2,1
3340,lemons,1,1
3341,lesson,3,0
3342,ht,1,0
3343,river,1,1
3344,ball,2,0
3345,traced,1,0
3346,indonesia,1,1
3347,tracking,2,0
3348,cus,1,0
3349,ibadan,1,1
3350,chinaliedpeopledied,0,0
3351,lmfao,0,3
3352,willing,2,1
3353,language,0,1
3354,flights,1,3
3355,television,1,2
3356,churches,3,0
3357,english,0,0
3358,count,0,0
3359,defen,3,0
3360,india's,0,0
3361,combat,0,0
3362,poverty,4,0
3363,2),1,0
3364,senior,0,1
3365,core,5,2
3366,repugnant,2,0
3367,exotic,4,1
3368,35,3,1
3369,$,2,1
3370,@kt_so_it_goes:,3,0
3371,biological,3,0
3372,monstrous,3,2
3373,curb,3,0
3374,unemployment,2,1
3375,curve,8,0
3376,epic,2,0
3377,*corona,3,1
3378,cam,0,1
3379,en,1,2
3380,fam,0,2
3381,shops,2,1
3382,fail,2,2
3383,co/vcfiqk09de,2,2
3384,positively,0,1
3385,existence,3,2
3386,wall,0,1
3387,restrictions,1,1
3388,jumped,1,1
3389,privacy,3,0
3390,realized,1,1
3391,rela,1,0
3392,wide,4,2
3393,nehru's,0,0
3394,hide,1,1
3395,25,1,1
3396,@politikurd:,0,1
3397,ace,0,4
3398,introspectively,1,1
3399,co/2ioyq1ntg7,1,0
3400,attacked,2,0
3401,le,2,0
3402,gros,1,1
3403,24,4,1
3404,hat,2,0
3405,_,1,0
3406,fools,1,2
3407,@washingtonpost,4,0
3408,spirits,1,1
3409,quit,2,0
3410,governors,1,1
3411,icu,1,1
3412,anxiety-,1,1
3413,&lt,0,0
3414,religion,2,1
3415,struggle,1,1
3416,@officialplt,0,1
3417,@ashokgehlot51:,0,0
3418,@jafta_ml:,1,0
3419,@barakravid:,1,0
3420,film,3,1
3421,@ebs_the_great:,1,1
3422,jump,0,0
3423,ki,1,3
3424,invitation,2,0
3425,@conmijente:,0,1
3426,yday,2,0
3427,pneumonia,2,1
3428,imma,0,0
3429,caring,1,0
3430,winter,1,0
3431,48,2,2
3432,it),3,1
3433,european,1,1
3434,ke,2,0
3435,insurance,0,0
3436,boomers,1,0
3437,counting,1,2
3438,spirit,2,1
3439,command,1,2
3440,"now*",0,0
3441,opposite,0,2
3442,"9pm",0,0
3443,flattenthecurve,0,0
3444,aggressively,4,0
3445,box,1,1
3446,update:,9,1
3447,*right,3,1
3448,traffic,1,1
3449,telangana,2,1
3450,supply,2,0
3451,ko,0,1
3452,stick,1,0
3453,sources,0,1
3454,cldnt,3,0
3455,loss,2,1
3456,confused,1,0
3457,rick,0,1
3458,tuesday,1,0
3459,ap,3,0
3460,naija,3,1
3461,file,2,2
3462,theyve,2,1
3463,throughout,0,0
3464,protest,1,0
3465,creating,1,1
3466,looming,1,1
3467,standing,1,3
3468,checks,1,2
3469,"died",0,0
3470,proven,2,0
3471,regions,1,0
3472,units,0,1
3473,"balochistan",0,0
3474,jam,4,0
3475,affects,3,2
3476,smack,0,1
3477,discovered,1,1
3478,op-ed,3,0
3479,blunt,2,2
3480,elected,2,0
3481,vi,1,0
3482,dat,2,0
3483,tightne,1,1
3484,critics,1,2
3485,govern,2,0
3486,co/kljnccpdvj,3,1
3487,wisdom,2,1
3488,(https://t,1,1
3489,respond,0,0
3490,45,1,0
3491,2017,1,0
3492,discuss,1,1
3493,@mattstokess:,0,4
3494,record,0,0
3495,@_meiodrama_:,1,1
3496,lines,0,1
3497,rock,3,0
3498,expectation,4,0
3499,band,1,1
3500,co/wdhfx3pmhf,0,4
3501,boom,2,0
3502,blowing,2,0
3503,@jndkgrf:,2,0
3504,diff,2,0
3505,academic,4,2
3506,taught,1,0
3507,saints,0,0
3508,tax,0,0
3509,lee,0,2
3510,communities,2,2
3511,@reneepee12:,1,0
3512,effectively,2,1
3513,ups,1,2
3514,ghanaian,2,1
3515,clown,1,1
3516,cures,2,0
3517,@tamangphan:,2,0
3518,@mashwaniazhar:,1,0
3519,@spur_urbanist:,2,2
3520,begin,2,0
3521,@joekennedy:,1,0
3522,sats,4,2
3523,measure,2,3
3524,ability,1,0
3525,mkhize,5,1
3526,brand,2,1
3527,co/uojee3zsod,0,1
3528,@susan_hennessey:,2,0
3529,couldve,1,0
3530,btw,0,0
3531,wilderness,1,1
3532,soldiers,2,0
3533,camp,2,0
3534,onlyfans,1,0
3535,challenges,2,1
3536,dit,2,0
3537,pot,4,1
3538,nahh,4,0
3539,suffocation,1,1
3540,channel,1,0
3541,@bbcnews,1,0
3542,ne,2,1
3543,@maxgribben99:,3,1
3544,bats,2,0
3545,traveling,0,0
3546,@majid_agha:,0,2
3547,babe,2,1
3548,replacing,3,0
3549,offended,3,2
3550,@realjameswoods,3,2
3551,fingers,3,0
3552,elon,1,0
3553,@realkhalilu:,1,1
3554,tn,0,0
3555,biochemical,0,0
3556,america's,0,0
3557,cases',0,0
3558,hotel,2,0
3559,shapin,1,0
3560,gh,3,1
3561,updating,3,0
3562,maniacally,4,0
3563,meme,1,1
3564,@sampamphilon,2,0
3565,engaged,1,3
3566,saint,2,2
3567,happily,1,2
3568,clubs,1,4
3569,amongst,0,1
3570,detainees,1,0
3571,@iam_erhnehst:,0,0
3572,deemed,1,0
3573,carrying,1,0
3574,prices,1,0
3575,yrs,2,1
3576,recording,1,0
3577,breathe,1,1
3578,@badastronomer:,4,0
3579,@mog7546:,2,0
3580,frontline,1,0
3581,danish,1,1
3582,glasses,3,0
3583,firms,1,2
3584,31st,3,1
3585,spew,2,0
3586,"slurs",0,0
3587,worlds,1,0
3588,pop,1,2
3589,god's,0,0
3590,@aranganathan72:,0,0
3591,hubby,0,0
3592,supremacist,2,0
3593,"china",0,0
3594,@tjeleh:,0,1
3595,anticipate,2,1
3596,multiple,2,1
3597,@ayocaesar:,4,0
3598,adults,1,2
3599,ridiculous,2,1
3600,drown,3,1
3601,co/ctiegwun,2,0
3602,ohio,1,1
3603,kushners,0,0
3604,broadcast:,1,0
3605,unable,1,1
3606,weekly,1,1
3607,malaysian,3,0
3608,hanks,0,3
3609,slip,3,1
3610,2001/2002,4,2
3611,accounts,2,0
3612,lovely,3,0
3613,@triofrancos:,1,0
3614,@fxstus1:,4,2
3615,tries,0,2
3616,youth,2,1
3617,donated,3,0
3618,strategy,2,1
3619,screened/tested,1,0
3620,delayed,2,2
3621,shegged,4,2
3622,celebrity,0,1
3623,strange,4,0
3624,increasing,0,0
3625,six,0,2
3626,cheering,1,1
3627,considering,4,0
3628,destroyed,2,1
3629,indira,1,0
3630,difficu,2,0
3631,democracy,4,0
3632,facilities,3,1
3633,basis,0,0
3634,"months",0,0
3635,centers,0,1
3636,breed,0,1
3637,piers,0,1
3638,deserves,1,0
3639,24/7,1,0
3640,concern,2,1
3641,interest,3,0
3642,@citizentvkenya,3,1
3643,@bobbyz23:,0,0
3644,lunch,0,1
3645,random,2,0
3646,cockblock,2,1
3647,severely,3,2
3648,cases:,2,3
3649,toxic,1,0
3650,supermarkets,1,0
3651,hilarious,1,0
3652,nightmare,6,1
3653,useless,2,0
3654,co/fm,0,2
3655,@jclayfield:,1,0
3656,loathsomely,4,0
3657,parents-you,1,0
3658,allows,1,2
3659,vibes,0,1
3660,"technique",0,0
3661,product,0,1
3662,awful,3,1
3663,'plan',0,0
3664,dancing,1,0
3665,pure,2,1
3666,"speech",0,0
3667,@carolineylchen:,2,0
3668,rambo,0,0
3669,@livepddave1:,0,2
3670,homies,0,1
3671,rules,0,0
3672,@crazzyintheusa:,0,0
3673,stocks,3,0
3674,rajiv,1,0
3675,@ggreenwald:,3,1
3676,site,0,1
3677,immigrants,0,1
3678,"border",0,0
3679,co/k5uqihwjyl,0,0
3680,ting,1,1
3681,career,1,1
3682,rggh,2,0
3683,ef,0,2
3684,resistance,1,1
3685,offered,1,0
3686,prog,1,1
3687,he'll,0,0
3688,delhi,4,0
3689,viru,1,0
3690,colleagues,3,1
3691,easier,1,0
3692,zakaat,0,0
3693,harmful,0,0
3694,ny,3,0
3695,kansas,5,0
3696,cryptonians,2,0
3697,embarrassing,5,0
3698,lived,0,1
3699,entertainment,2,2
3700,artists,0,1
3701,platform,1,2
3702,imam,1,1
3703,recorded,0,0
3704,israeli,0,1
3705,@muhdnaufal98:,2,0
3706,wed,0,0
3707,educate,0,1
3708,bigotry,1,1
3709,hired,1,0
3710,"-",0,0
3711,rates,1,0
3712,study,1,0
3713,guidance,0,0
3714,banging,1,1
3715,bans,0,1
3716,21st,2,1
3717,"warfare",0,0
3718,messages,0,1
3719,khadim,2,1
3720,chinavirus,2,1
3721,screaming,1,2
3722,google,3,1
3723,"fatf",0,0
3724,pepper,5,0
3725,@sunrisemvmt:,2,0
3726,@vishaldadlani:,1,1
3727,belgian,0,0
3728,orange,2,1
3729,@cherokee_owl:,0,0
3730,shows:,2,1
3731,teach,0,1
3732,refused,2,0
3733,las,2,2
3734,cuba,3,1
3735,individuals,0,1
3736,@thehill:,3,1
3737,dharna,2,1
3738,teleconference,1,1
3739,you've,0,0
3740,shouldn't,0,0
3741,co/ib7gj7f353,3,1
3742,rizvi,2,1
3743,overseas,0,0
3744,sudden,1,1
3745,ratio,0,0
3746,listened,2,2
3747,2018,1,0
3748,hitting,1,2
3749,pissed,0,1
3750,headquarters,1,1
3751,300$,2,0
3752,sneeze,1,0
3753,coherent,1,1
3754,ran,0,1
3755,tag,1,1
3756,"follow",0,0
3757,sho,1,0
3758,aha,2,0
3759,soooo,1,0
3760,@drjameskent3:,3,1
3761,lessons,1,0
3762,co/tq72k3jpsh,3,1
3763,tattoo,2,1
3764,containing,2,0
3765,kwara,1,1
3766,sab,2,0
3767,covering,1,1
3768,prediction:,0,0
3769,goin,3,2
3770,bath,3,1
3771,sickness,1,0
3772,zoom,1,1
3773,doom,0,0
3774,daddy,4,0
3775,victim,1,1
3776,mostly,0,0
3777,200k,2,0
3778,reporter,0,2
3779,amateur,1,0
3780,lower,3,2
3781,solar,3,1
3782,ru,3,0
3783,co/jhiuxjpmrp,2,1
3784,co/3wv6s3tw6c,1,1
3785,repeat,0,0
3786,vibe,0,1
3787,@sidehole:,0,0
3788,warning:,3,2
3789,wuhanvirus,2,1
3790,covid19us,3,0
3791,oscar,0,0
3792,houses,0,1
3793,refusing,1,0
3794,gcx,2,0
3795,brazil,0,1
3796,modiji,1,1
3797,protecting,1,1
3798,department,1,1
3799,cr,0,0
3800,co/cjmrzqmgxw,0,0
3801,unabl,2,0
3802,"italy",0,0
3803,70,1,0
3804,suggests,0,0
3805,vital,1,1
3806,options,0,0
3807,everytime,1,0
3808,swiss,0,0
3809,causes,1,1
3810,institute,2,0
3811,severe,0,2
3812,@itsbrittanydawn:,0,0
3813,70s,1,0
3814,learned,3,0
3815,branding,1,1
3816,tongue,2,1
3817,defeated,1,0
3818,opinion,1,0
3819,banned,1,3
3820,@zahidgishkori:,2,0
3821,surprising,0,0
3822,images,3,0
3823,"worship",0,0
3824,doors,2,1
3825,vaccines,3,0
3826,jordan,1,0
3827,horror,3,0
3828,christmas,1,0
3829,ground,2,0
3830,@simonmaginn:,1,0
3831,@awakenedoutlaw:,2,1
3832,pressure,2,0
3833,co/zsg2ktgvuh,2,0
3834,gurley,2,0
3835,60%-70%,2,0
3836,deaths:,0,3
3837,@michaelirvin88:,1,0
3838,urge,1,0
3839,utterly,2,0
3840,hydroxychloroquine,1,0
3841,bathroom,1,1
3842,"jesus",0,0
3843,"accra",0,0
3844,~,1,2
3845,likes,2,0
3846,vid,3,2
3847,helpdesk,1,0
3848,interested,1,0
3849,infecting,2,0
3850,@realdonaldtrump's,0,0
3851,lifetime,4,1
3852,post's,0,0
3853,powerful,0,0
3854,depression,3,0
3855,chick,0,0
3856,@carlmelin:,0,0
3857,50%,1,2
3858,"3%",0,0
3859,buzdar,0,0
3860,virus),3,0
3861,assume,3,2
3862,outrage,1,0
3863,sneezing,0,0
3864,double,2,0
3865,@normanbrennan:,4,0
3866,cucumber,2,1
3867,@alyssa_milano,1,0
3868,announces,1,0
3869,"free",0,0
3870,coronavirusupdates,2,0
3871,growing,1,0
3872,asthma,1,1
3873,george,2,1
3874,observation,0,1
3875,@suziebfitness:,1,1
3876,chances,2,1
3877,@garygrumbach:,1,0
3878,falling,0,0
3879,figga,3,0
3880,comments,0,1
3881,bespoke,3,1
3882,exact,1,0
3883,cheeks,3,0
3884,secof,3,0
3885,behaviour,3,0
3886,herself,1,0
3887,privatized,2,1
3888,mcdonalds,1,0
3889,brings,0,0
3890,bashir,1,1
3891,meaning,1,1
3892,peace,2,1
3893,lately,1,1
3894,foreign,3,1
3895,indonesian,1,2
3896,@ameliahouchins:,0,0
3897,nehru,1,0
3898,@umarsaif:,2,0
3899,min,1,0
3900,@mikehudema:,3,1
3901,@chanelrion,1,0
