,word,frequency
2672,kept,32.0
2673,spreads,32.0
2674,leaving,32.0
2675,@era_marku:,32.0
2676,co/rst5m,32.0
2677,draw,32.0
2678,republican,32.0
2679,art,32.0
2680,cost,32.0
2681,escape,32.0
2682,cities,32.0
2683,sake,32.0
2684,abvp,32.0
2685,infectious,32.0
2686,han,32.0
2687,ye,32.0
2688,lie,32.0
2689,prisoners,32.0
2690,dis,32.0
2691,proper,32.0
2692,ah,32.0
2693,cdc:,32.0
2694,whenever,32.0
2695,eye,32.0
2696,*continue,32.0
2697,@jacob_meyou7:,32.0
2698,husband,32.0
2699,evening,32.0
2700,sanctions,32.0
2701,pegg,32.0
2702,@rafaelshimunov:,32.0
2703,janata,32.0
2704,faced,32.0
2705,shameful,32.0
2706,maintaining,32.0
2707,lemme,32.0
2708,frost,32.0
2709,cousin,32.0
2710,@bbcquestiontime,32.0
2711,hygiene,32.0
2712,@lmgriffjohnson:,32.0
2713,bitches,32.0
2714,donators,32.0
2715,train,32.0
2716,album,31.0
2717,elsewhere,31.0
2718,convinced,31.0
2719,increased,31.0
2720,socialdistanacing,31.0
2721,un,31.0
2722,shah,31.0
2723,headache,31.0
2724,abhorrent,31.0
2725,urging,31.0
2726,mentioned,31.0
2727,asap,31.0
2728,celebrations,31.0
2729,network,31.0
2730,app,31.0
2731,peoples,31.0
2732,governor,31.0
2733,celebrate,31.0
2734,accurate,31.0
2735,conversation,31.0
2736,subscribe,31.0
2737,shift,31.0
2738,print,31.0
2739,@nsaina:,31.0
2740,logic,31.0
2741,checking,31.0
2742,16,31.0
2743,aid,31.0
2744,covid19uk,31.0
2745,surely,31.0
2746,lab,31.0
2747,@theellenshow,31.0
2748,gov,31.0
2749,dropping,31.0
2750,faith,31.0
2751,co/ycrou0dzd1,31.0
2752,feed,31.0
2753,chaos,31.0
2754,govts,31.0
2755,statement,31.0
2756,pollen,31.0
2757,transmission,31.0
2758,japan,31.0
2759,@fema,31.0
2760,badly,31.0
2761,unreal,31.0
2762,detention,31.0
2763,pussy,31.0
2764,asuu,31.0
2765,divisive,31.0
2766,civilization,31.0
2767,peak,31.0
2768,moved,31.0
2769,lil,31.0
2770,advertisers,31.0
2771,commentator,31.0
2772,soaps,31.0
2773,ffs,31.0
2774,twice,30.0
2775,assisting,30.0
2776,abortion,30.0
2777,aren't,30.0
2778,essential,30.0
2779,blues,30.0
2780,crude,30.0
2781,throat,30.0
2782,ignore,30.0
2783,crush,30.0
2784,quiet,30.0
2785,kim,30.0
2786,highest,30.0
2787,brilliant,30.0
2788,offices,30.0
2789,sites,30.0
2790,married,30.0
2791,offer,30.0
2792,midst,30.0
2793,del,30.0
2794,bodies,30.0
2795,joe,30.0
2796,lazy,30.0
2797,spending,30.0
2798,@profwolff:,30.0
2799,photos,30.0
2800,nature,30.0
2801,melania,30.0
2802,incredible,30.0
2803,https:,30.0
2804,ft,30.0
2805,imposed,30.0
2806,japanese,30.0
2807,balochistan,30.0
2808,kick,30.0
2809,@therightmelissa:,30.0
2810,ms,30.0
2811,commuting,30.0
2812,scale,30.0
2813,targeted,30.0
2814,trump/,30.0
2815,co/cjuqqu1vnq,30.0
2816,four,30.0
2817,build,30.0
2818,dream,30.0
2819,ongoing,30.0
2820,showed,30.0
2821,treated,30.0
2822,pregnant,30.0
2823,@alayonimiii:,30.0
2824,(corona),30.0
2825,@oluniyigates:,30.0
2826,afternoon,30.0
2827,finding,30.0
2828,dry,30.0
2829,environment,30.0
2830,praying,30.0
2831,lipid,30.0
2832,deserve,30.0
2833,greatest,30.0
2834,mouth,30.0
2835,african,30.0
2836,@proviewsusa:,30.0
2837,treating,30.0
2838,@dragonflyjonez:,30.0
2839,western,30.0
2840,whistles,30.0
2841,wipe,30.0
2842,allergies,30.0
2843,typewriter,30.0
2844,@nbcnews,30.0
2845,correct,30.0
2846,delay,30.0
2847,radical,29.0
2848,fears,29.0
2849,rough,29.0
2850,november,29.0
2851,rev,29.0
2852,nope,29.0
2853,@donttrythis:,29.0
2854,earn,29.0
2855,virtual,29.0
2856,1000,29.0
2857,@chelle2x:,29.0
2858,@oann,29.0
2859,"cause",29.0
2860,june,29.0
2861,oil,29.0
2862,incoming,29.0
2863,authorities,29.0
2864,@kokomothegreat:,29.0
2865,@azmishabana:,29.0
2866,brady,29.0
2867,fixed,29.0
2868,forgot,29.0
2869,shutdown,29.0
2870,genius,29.0
2871,nd,29.0
2872,bottle,29.0
2873,pre-corona,29.0
2874,@gatewaypundit:,29.0
2875,@hughriminton:,29.0
2876,above,29.0
2877,map,29.0
2878,speed,29.0
2879,harder,29.0
2880,@zofeenmaqsood:,29.0
2881,critical,29.0
2882,bender,29.0
2883,mexican,29.0
2884,co/ixbmhvcfoy,29.0
2885,bomboclaat,29.0
2886,groups,29.0
2887,petty,29.0
2888,@omundson:,29.0
2889,@miracleshadrack:,29.0
2890,2:2,29.0
2891,instructions,29.0
2892,remix,29.0
2893,pull,29.0
2894,@angryblkhoemo:,29.0
2895,cheesy,29.0
2896,rhetoric,29.0
2897,amit,29.0
2898,bag,29.0
2899,wallet,29.0
2900,enjin,29.0
2901,intensive,29.0
2902,lmaooo,29.0
2903,thyatir,29.0
2904,shots,29.0
2905,reach,29.0
2906,holiday,29.0
2907,nationwide,29.0
2908,covid2019india,29.0
2909,ships,29.0
2910,kenya,29.0
2911,suddenly,29.0
2912,earlier,29.0
2913,tbh,29.0
2914,changing,29.0
2915,co/ztois,29.0
2916,mossad,28.0
2917,becoming,28.0
2918,uncle,28.0
2919,remove,28.0
2920,tweeted,28.0
2921,impeccable,28.0
2922,insane,28.0
2923,@jgreenblattadl:,28.0
2924,@steveguest:,28.0
2925,wanting,28.0
2926,semester,28.0
2927,shake,28.0
2928,@lowkeyheighkey:,28.0
2929,topics,28.0
2930,owner,28.0
2931,doc,28.0
2932,@david_j_roth:,28.0
2933,smoke,28.0
2934,here:,28.0
2935,blind,28.0
2936,fair,28.0
2937,temp,28.0
2938,chronology,28.0
2939,@cristinalail,28.0
2940,publicly,28.0
2941,french,28.0
2942,@elijahschaffer:,28.0
2943,preparation,28.0
2944,squint,28.0
2945,gross,28.0
2946,cash,28.0
2947,co/ejlouyyx1h,28.0
2948,suffer,28.0
2949,ca,28.0
2950,deliberately,28.0
2951,hundreds,28.0
2952,citizen,28.0
2953,coronavirusindia,28.0
2954,wit,28.0
2955,pande,28.0
2956,deliberate,28.0
2957,personal,28.0
2958,cameramans,28.0
2959,"rt",28.0
2960,usually,28.0
2961,netflix,28.0
2962,temporarily,28.0
2963,knowledge,28.0
2964,banks,28.0
2965,cli,28.0
2966,@volariume:,28.0
2967,twitter:,28.0
2968,"token",28.0
2969,filling,28.0
2970,mood,28.0
2971,hiding,28.0
2972,"curfew",28.0
2973,@bbhuttozardari,28.0
2974,properly,28.0
2975,@rapup,28.0
2976,sa,28.0
2977,apocalypse,28.0
2978,similar,28.0
2979,starts,28.0
2980,carefully,27.0
2981,eaten,27.0
2982,doomed,27.0
2983,17,27.0
2984,j,27.0
2985,cup,27.0
2986,dallas,27.0
2987,rs,27.0
2988,lift,27.0
2989,customers,27.0
2990,@piersmorgan,27.0
2991,@letsweeb:,27.0
2992,everythings,27.0
2993,@urfavissafe:,27.0
2994,--,27.0
2995,progress,27.0
2996,@obadimz:,27.0
2997,books,27.0
2998,mainstream,27.0
2999,garbage,27.0
3000,freedom,27.0
3001,donate,27.0
3002,nearly,27.0
3003,saved,27.0
3004,@royalkenyah:,27.0
3005,@saketgokhale:,27.0
3006,disturbing,27.0
3007,charts,27.0
3008,vitamin,27.0
3009,park,27.0
3010,returned,27.0
3011,nor,27.0
3012,turmoil,27.0
3013,weebs,27.0
3014,established,27.0
3015,toll,27.0
3016,premier,27.0
3017,wind,27.0
3018,minute,27.0
3019,giveaway,27.0
3020,terrible,27.0
3021,purpose,27.0
3022,despicable,27.0
3023,fan,27.0
3024,politicians,27.0
3025,testicles,27.0
3026,pictures,27.0
3027,movies,27.0
3028,@drnealhouston:,27.0
3029,"2020",27.0
3030,imposing,27.0
3031,cock,27.0
3032,contracted,27.0
3033,ut,27.0
3034,window,27.0
3035,advantage,27.0
3036,co/1s4n,27.0
3037,inner,27.0
3038,cute,27.0
3039,entitled,27.0
3040,pos,27.0
3041,passing,27.0
3042,teams,27.0
3043,doi,27.0
3044,@roxburghxo:,27.0
3045,@amjsutherland:,27.0
3046,amen,27.0
3047,voting,27.0
3048,coincidence,27.0
3049,burr,27.0
3050,biden,27.0
3051,boredom,27.0
3052,refer,27.0
3053,hoe,27.0
3054,panels,27.0
3055,secret,27.0
3056,filled,27.0
3057,'if,27.0
3058,@martynmcl:,27.0
3059,"break",27.0
3060,israelis,27.0
3061,@cryptotipsfr:,27.0
3062,sweden,27.0
3063,won,27.0
3064,packed,27.0
3065,accept,27.0
3066,became,27.0
3067,shortness,26.0
3068,teen,26.0
3069,directly,26.0
3070,function,26.0
3071,prisons,26.0
3072,@bahayogi:,26.0
3073,avoiding,26.0
3074,immigration,26.0
3075,several,26.0
3076,prepper,26.0
3077,uni,26.0
3078,theyll,26.0
3079,@dilleyshow,26.0
3080,terms,26.0
3081,hahahha,26.0
3082,@acosta,26.0
3083,diagnosed,26.0
3084,self-assembled,26.0
3085,musicians,26.0
3086,underestimate,26.0
3087,camera,26.0
3088,tom,26.0
3089,communist,26.0
3090,pill,26.0
3091,omfg,26.0
3092,em,26.0
3093,snowflake,26.0
3094,below,26.0
3095,russian,26.0
3096,sold,26.0
3097,judged,26.0
3098,ga,26.0
3099,limited,26.0
3100,trumppandemic,26.0
3101,@juddapatow:,26.0
3102,efforts,26.0
3103,fb,26.0
3104,bay,26.0
3105,taskforce,26.0
3106,hy,26.0
3107,fix,26.0
3108,makeup,26.0
3109,bilayer,26.0
3110,marry,26.0
3111,shopping,26.0
3112,ab,26.0
3113,scam,26.0
3114,corona's,26.0
3115,father,26.0
3116,compa,26.0
3117,buried,26.0
3118,status,26.0
3119,story:,26.0
3120,alert,26.0
3121,policy,26.0
3122,dark,26.0
3123,asses,26.0
3124,reception,26.0
3125,functions,26.0
3126,rep,26.0
3127,anyways,26.0
3128,stealing,26.0
3129,outbreaks,26.0
3130,cleaned,26.0
3131,collapse,26.0
3132,outsourced,26.0
3133,seconds,26.0
3134,hits,26.0
3135,88%,26.0
3136,careful,26.0
3137,ads,26.0
3138,heat,26.0
3139,fucken,26.0
3140,daughter,26.0
3141,@innomatijane:,26.0
3142,nanoparticle,26.0
3143,excited,26.0
3144,@cameron_foreman:,26.0
3145,cleaning,26.0
3146,tl,26.0
3147,@joyce_karam:,25.0
3148,"me:",25.0
3149,covid19on,25.0
3150,mix,25.0
3151,feminist,25.0
3152,ji's,25.0
3153,co/mdewoc8qpu,25.0
3154,actions,25.0
3155,dumbass,25.0
3156,hahaha,25.0
3157,china's,25.0
3158,responded,25.0
3159,"allah",25.0
3160,theory,25.0
3161,mocking,25.0
3162,chicken,25.0
3163,gotten,25.0
3164,donation,25.0
3165,sniping,25.0
3166,@baldingsworld:,25.0
3167,criminals,25.0
3168,gathering,25.0
3169,smoking,25.0
3170,@joshuapotash:,25.0
3171,ayifuni,25.0
3172,(to,25.0
3173,matters,25.0
3174,81,25.0
3175,saving,25.0
3176,@larryschweikart:,25.0
3177,@pittman_george:,25.0
3178,@jibomi:,25.0
3179,parties,25.0
3180,raising,25.0
3181,field,25.0
3182,corner,25.0
3183,co/owo4y2faz4,25.0
3184,100k,25.0
3185,goal,25.0
3186,dera,25.0
3187,concert,25.0
3188,new:,25.0
3189,(and,25.0
3190,@wwwojtekk:,25.0
3191,enter,25.0
3192,gazi,25.0
3193,fellows,25.0
3194,officials,25.0
3195,@rizwanahmed:,25.0
3196,@avocadovsz:,25.0
3197,transfer,25.0
3198,@bdutt:,25.0
3199,winning,25.0
3200,host,25.0
3201,perhaps,25.0
3202,spouse,25.0
3203,co/axxrkt3qpi,25.0
3204,unites,25.0
3205,guide,25.0
3206,@rak_strong:,25.0
3207,activities,25.0
3208,actively,25.0
3209,"am",25.0
3210,2nd,25.0
3211,classes,25.0
3212,ending,25.0
3213,infections,25.0
3214,disney,25.0
3215,invented,25.0
3216,jnu,25.0
3217,conclusion,25.0
3218,@joshua1eo:,25.0
3219,swine,25.0
3220,mins,25.0
3221,false,25.0
3222,co/8lmxdypcnp,25.0
3223,provinces,25.0
3224,clip,25.0
3225,mountain,25.0
3226,added,25.0
3227,moron,25.0
3228,whilst,25.0
3229,@shoe0nhead:,25.0
3230,johnson's,25.0
3231,misleading,25.0
3232,prey,25.0
3233,pi,25.0
3234,played,25.0
3235,tiny,25.0
3236,@ed_solomon:,25.0
3237,administration,25.0
3238,congress,25.0
3239,smart,25.0
3240,download,25.0
3241,seem,25.0
3242,@orchardcitygal:,25.0
3243,coffee,25.0
3244,maga,25.0
3245,msm,25.0
3246,lit,25.0
3247,driving,24.0
3248,somehow,24.0
3249,@2larryjohnson7,24.0
3250,co/llzcbrmwrz,24.0
3251,@bbclaurak:,24.0
3252,warned,24.0
3253,stressed,24.0
3254,management,24.0
3255,daniel,24.0
3256,entering,24.0
3257,led,24.0
3258,journalists,24.0
3259,click,24.0
3260,pandemics,24.0
3261,contain,24.0
3262,profit,24.0
3263,affecting,24.0
3264,supporters,24.0
3265,11,24.0
3266,bye,24.0
3267,risking,24.0
3268,rising,24.0
3269,tawainese,24.0
3270,balc,24.0
3271,fitness,24.0
3272,nose,24.0
3273,rumours,24.0
3274,gcses,24.0
3275,mercy,24.0
3276,shower,24.0
3277,5g,24.0
3278,reporters,24.0
3279,coughed,24.0
3280,brexit,24.0
3281,loves,24.0
3282,finland,24.0
3283,@inevitable_et,24.0
3284,@adamschefter,24.0
3285,constantly,24.0
3286,@mikayesfiona:,24.0
3287,fakenews,24.0
3288,phrase,24.0
3289,manner,24.0
3290,court,24.0
3291,mens,24.0
3292,@l_tido:,24.0
3293,homeless,24.0
3294,gatherings,24.0
3295,bull,24.0
3296,bushcraft,24.0
3297,damned,24.0
3298,gaga,24.0
3299,bio,24.0
3300,@siralexas:,24.0
3301,diplomatic,24.0
3302,recover,24.0
3303,meant,24.0
3304,cares,24.0
3305,tightness,24.0
3306,celebrating,24.0
3307,@jazayerli:,24.0
3308,crime,24.0
3309,destroy,24.0
3310,station,24.0
3311,widespread,24.0
3312,103,24.0
3313,visiting,24.0
3314,floor,24.0
3315,referring,24.0
3316,colleagues/friends,24.0
3317,fit,24.0
3318,blocking,24.0
3319,angry,24.0
3320,match,24.0
3321,lung,24.0
3322,@olwee:,24.0
3323,"crisis",24.0
3324,training,24.0
3325,escaped,24.0
3326,practicing,24.0
3327,"closed",24.0
3328,@egyptian_celeb:,24.0
3329,weapon,24.0
3330,decision,24.0
3331,received,24.0
3332,ohh,24.0
3333,paedophiles,24.0
3334,hiv,24.0
3335,weirdo,24.0
3336,flowers,24.0
3337,imag,24.0
3338,buhari,24.0
3339,regularly,24.0
3340,lemons,24.0
3341,lesson,24.0
3342,ht,24.0
3343,river,24.0
3344,ball,24.0
3345,traced,24.0
3346,indonesia,24.0
3347,tracking,24.0
3348,cus,24.0
3349,ibadan,24.0
3350,chinaliedpeopledied,24.0
3351,lmfao,24.0
3352,willing,24.0
3353,language,24.0
3354,flights,24.0
3355,television,23.0
3356,churches,23.0
3357,english,23.0
3358,count,23.0
3359,defen,23.0
3360,india's,23.0
3361,combat,23.0
3362,poverty,23.0
3363,2),23.0
3364,senior,23.0
3365,core,23.0
3366,repugnant,23.0
3367,exotic,23.0
3368,35,23.0
3369,$,23.0
3370,@kt_so_it_goes:,23.0
3371,biological,23.0
3372,monstrous,23.0
3373,curb,23.0
3374,unemployment,23.0
3375,curve,23.0
3376,epic,23.0
3377,*corona,23.0
3378,cam,23.0
3379,en,23.0
3380,fam,23.0
3381,shops,23.0
3382,fail,23.0
3383,co/vcfiqk09de,23.0
3384,positively,23.0
3385,existence,23.0
3386,wall,23.0
3387,restrictions,23.0
3388,jumped,23.0
3389,privacy,23.0
3390,realized,23.0
3391,rela,23.0
3392,wide,23.0
3393,nehru's,23.0
3394,hide,23.0
3395,25,23.0
3396,@politikurd:,23.0
3397,ace,23.0
3398,introspectively,23.0
3399,co/2ioyq1ntg7,23.0
3400,attacked,23.0
3401,le,23.0
3402,gros,23.0
3403,24,23.0
3404,hat,23.0
3405,_,23.0
3406,fools,23.0
3407,@washingtonpost,23.0
3408,spirits,23.0
3409,quit,23.0
3410,governors,23.0
3411,icu,23.0
3412,anxiety-,23.0
3413,&lt,23.0
3414,religion,23.0
3415,struggle,23.0
3416,@officialplt,23.0
3417,@ashokgehlot51:,23.0
3418,@jafta_ml:,23.0
3419,@barakravid:,23.0
3420,film,23.0
3421,@ebs_the_great:,23.0
3422,jump,23.0
3423,ki,23.0
3424,invitation,23.0
3425,@conmijente:,23.0
3426,yday,23.0
3427,pneumonia,23.0
3428,imma,23.0
3429,caring,23.0
3430,winter,23.0
3431,48,23.0
3432,it),23.0
3433,european,23.0
3434,ke,23.0
3435,insurance,23.0
3436,boomers,23.0
3437,counting,23.0
3438,spirit,23.0
3439,command,23.0
3440,"now*",23.0
3441,opposite,23.0
3442,"9pm",23.0
3443,flattenthecurve,23.0
3444,aggressively,23.0
3445,box,23.0
3446,update:,23.0
3447,*right,23.0
3448,traffic,23.0
3449,telangana,23.0
3450,supply,23.0
3451,ko,23.0
3452,stick,23.0
3453,sources,23.0
3454,cldnt,22.0
3455,loss,22.0
3456,confused,22.0
3457,rick,22.0
3458,tuesday,22.0
3459,ap,22.0
3460,naija,22.0
3461,file,22.0
3462,theyve,22.0
3463,throughout,22.0
3464,protest,22.0
3465,creating,22.0
3466,looming,22.0
3467,standing,22.0
3468,checks,22.0
3469,"died",22.0
3470,proven,22.0
3471,regions,22.0
3472,units,22.0
3473,"balochistan",22.0
3474,jam,22.0
3475,affects,22.0
3476,smack,22.0
3477,discovered,22.0
3478,op-ed,22.0
3479,blunt,22.0
3480,elected,22.0
3481,vi,22.0
3482,dat,22.0
3483,tightne,22.0
3484,critics,22.0
3485,govern,22.0
3486,co/kljnccpdvj,22.0
3487,wisdom,22.0
3488,(https://t,22.0
3489,respond,22.0
3490,45,22.0
3491,2017,22.0
3492,discuss,22.0
3493,@mattstokess:,22.0
3494,record,22.0
3495,@_meiodrama_:,22.0
3496,lines,22.0
3497,rock,22.0
3498,expectation,22.0
3499,band,22.0
3500,co/wdhfx3pmhf,22.0
3501,boom,22.0
3502,blowing,22.0
3503,@jndkgrf:,22.0
3504,diff,22.0
3505,academic,22.0
3506,taught,22.0
3507,saints,22.0
3508,tax,22.0
3509,lee,22.0
3510,communities,22.0
3511,@reneepee12:,22.0
3512,effectively,22.0
3513,ups,22.0
3514,ghanaian,22.0
3515,clown,22.0
3516,cures,22.0
3517,@tamangphan:,22.0
3518,@mashwaniazhar:,22.0
3519,@spur_urbanist:,22.0
3520,begin,22.0
3521,@joekennedy:,22.0
3522,sats,22.0
3523,measure,22.0
3524,ability,22.0
3525,mkhize,22.0
3526,brand,22.0
3527,co/uojee3zsod,22.0
3528,@susan_hennessey:,22.0
3529,couldve,22.0
3530,btw,22.0
3531,wilderness,22.0
3532,soldiers,22.0
3533,camp,22.0
3534,onlyfans,22.0
3535,challenges,22.0
3536,dit,22.0
3537,pot,22.0
3538,nahh,22.0
3539,suffocation,22.0
3540,channel,22.0
3541,@bbcnews,22.0
3542,ne,22.0
3543,@maxgribben99:,22.0
3544,bats,22.0
3545,traveling,22.0
3546,@majid_agha:,22.0
3547,babe,22.0
3548,replacing,22.0
3549,offended,22.0
3550,@realjameswoods,22.0
3551,fingers,21.0
3552,elon,21.0
3553,@realkhalilu:,21.0
3554,tn,21.0
3555,biochemical,21.0
3556,america's,21.0
3557,cases',21.0
3558,hotel,21.0
3559,shapin,21.0
3560,gh,21.0
3561,updating,21.0
3562,maniacally,21.0
3563,meme,21.0
3564,@sampamphilon,21.0
3565,engaged,21.0
3566,saint,21.0
3567,happily,21.0
3568,clubs,21.0
3569,amongst,21.0
3570,detainees,21.0
3571,@iam_erhnehst:,21.0
3572,deemed,21.0
3573,carrying,21.0
3574,prices,21.0
3575,yrs,21.0
3576,recording,21.0
3577,breathe,21.0
3578,@badastronomer:,21.0
3579,@mog7546:,21.0
3580,frontline,21.0
3581,danish,21.0
3582,glasses,21.0
3583,firms,21.0
3584,31st,21.0
3585,spew,21.0
3586,"slurs",21.0
3587,worlds,21.0
3588,pop,21.0
3589,god's,21.0
3590,@aranganathan72:,21.0
3591,hubby,21.0
3592,supremacist,21.0
3593,"china",21.0
3594,@tjeleh:,21.0
3595,anticipate,21.0
3596,multiple,21.0
3597,@ayocaesar:,21.0
3598,adults,21.0
3599,ridiculous,21.0
3600,drown,21.0
3601,co/ctiegwun,21.0
3602,ohio,21.0
3603,kushners,21.0
3604,broadcast:,21.0
3605,unable,21.0
3606,weekly,21.0
3607,malaysian,21.0
3608,hanks,21.0
3609,slip,21.0
3610,2001/2002,21.0
3611,accounts,21.0
3612,lovely,21.0
3613,@triofrancos:,21.0
3614,@fxstus1:,21.0
3615,tries,21.0
3616,youth,21.0
3617,donated,21.0
3618,strategy,21.0
3619,screened/tested,21.0
3620,delayed,21.0
3621,shegged,21.0
3622,celebrity,21.0
3623,strange,21.0
3624,increasing,21.0
3625,six,21.0
3626,cheering,21.0
3627,considering,21.0
3628,destroyed,21.0
3629,indira,21.0
3630,difficu,21.0
3631,democracy,21.0
3632,facilities,21.0
3633,basis,21.0
3634,"months",21.0
3635,centers,21.0
3636,breed,21.0
3637,piers,21.0
3638,deserves,21.0
3639,24/7,21.0
3640,concern,21.0
3641,interest,21.0
3642,@citizentvkenya,21.0
3643,@bobbyz23:,21.0
3644,lunch,21.0
3645,random,21.0
3646,cockblock,21.0
3647,severely,21.0
3648,cases:,21.0
3649,toxic,21.0
3650,supermarkets,21.0
3651,hilarious,21.0
3652,nightmare,21.0
3653,useless,21.0
3654,co/fm,21.0
3655,@jclayfield:,21.0
3656,loathsomely,21.0
3657,parents-you,21.0
3658,allows,21.0
3659,vibes,21.0
3660,"technique",21.0
3661,product,21.0
3662,awful,21.0
3663,'plan',21.0
3664,dancing,21.0
3665,pure,21.0
3666,"speech",21.0
3667,@carolineylchen:,21.0
3668,rambo,21.0
3669,@livepddave1:,21.0
3670,homies,21.0
3671,rules,21.0
3672,@crazzyintheusa:,21.0
3673,stocks,21.0
3674,rajiv,21.0
3675,@ggreenwald:,21.0
3676,site,21.0
3677,immigrants,21.0
3678,"border",21.0
3679,co/k5uqihwjyl,21.0
3680,ting,21.0
3681,career,21.0
3682,rggh,20.0
3683,ef,20.0
3684,resistance,20.0
3685,offered,20.0
3686,prog,20.0
3687,he'll,20.0
3688,delhi,20.0
3689,viru,20.0
3690,colleagues,20.0
3691,easier,20.0
3692,zakaat,20.0
3693,harmful,20.0
3694,ny,20.0
3695,kansas,20.0
3696,cryptonians,20.0
3697,embarrassing,20.0
3698,lived,20.0
3699,entertainment,20.0
3700,artists,20.0
3701,platform,20.0
3702,imam,20.0
3703,recorded,20.0
3704,israeli,20.0
3705,@muhdnaufal98:,20.0
3706,wed,20.0
3707,educate,20.0
3708,bigotry,20.0
3709,hired,20.0
3710,"-",20.0
3711,rates,20.0
3712,study,20.0
3713,guidance,20.0
3714,banging,20.0
3715,bans,20.0
3716,21st,20.0
3717,"warfare",20.0
3718,messages,20.0
3719,khadim,20.0
3720,chinavirus,20.0
3721,screaming,20.0
3722,google,20.0
3723,"fatf",20.0
3724,pepper,20.0
3725,@sunrisemvmt:,20.0
3726,@vishaldadlani:,20.0
3727,belgian,20.0
3728,orange,20.0
3729,@cherokee_owl:,20.0
3730,shows:,20.0
3731,teach,20.0
3732,refused,20.0
3733,las,20.0
3734,cuba,20.0
3735,individuals,20.0
3736,@thehill:,20.0
3737,dharna,20.0
3738,teleconference,20.0
3739,you've,20.0
3740,shouldn't,20.0
3741,co/ib7gj7f353,20.0
3742,rizvi,20.0
3743,overseas,20.0
3744,sudden,20.0
3745,ratio,20.0
3746,listened,20.0
3747,2018,20.0
3748,hitting,20.0
3749,pissed,20.0
3750,headquarters,20.0
3751,300$,20.0
3752,sneeze,20.0
3753,coherent,20.0
3754,ran,20.0
3755,tag,20.0
3756,"follow",20.0
3757,sho,20.0
3758,aha,20.0
3759,soooo,20.0
3760,@drjameskent3:,20.0
3761,lessons,20.0
3762,co/tq72k3jpsh,20.0
3763,tattoo,20.0
3764,containing,20.0
3765,kwara,20.0
3766,sab,20.0
3767,covering,20.0
3768,prediction:,20.0
3769,goin,20.0
3770,bath,20.0
3771,sickness,20.0
3772,zoom,20.0
3773,doom,20.0
3774,daddy,20.0
3775,victim,20.0
3776,mostly,20.0
3777,200k,20.0
3778,reporter,20.0
3779,amateur,20.0
3780,lower,20.0
3781,solar,20.0
3782,ru,20.0
3783,co/jhiuxjpmrp,20.0
3784,co/3wv6s3tw6c,20.0
3785,repeat,20.0
3786,vibe,20.0
3787,@sidehole:,20.0
3788,warning:,20.0
3789,wuhanvirus,20.0
3790,covid19us,20.0
3791,oscar,20.0
3792,houses,20.0
3793,refusing,20.0
3794,gcx,20.0
3795,brazil,20.0
3796,modiji,20.0
3797,protecting,20.0
3798,department,20.0
3799,cr,19.0
3800,co/cjmrzqmgxw,19.0
3801,unabl,19.0
3802,"italy",19.0
3803,70,19.0
3804,suggests,19.0
3805,vital,19.0
3806,options,19.0
3807,everytime,19.0
3808,swiss,19.0
3809,causes,19.0
3810,institute,19.0
3811,severe,19.0
3812,@itsbrittanydawn:,19.0
3813,70s,19.0
3814,learned,19.0
3815,branding,19.0
3816,tongue,19.0
3817,defeated,19.0
3818,opinion,19.0
3819,banned,19.0
3820,@zahidgishkori:,19.0
3821,surprising,19.0
3822,images,19.0
3823,"worship",19.0
3824,doors,19.0
3825,vaccines,19.0
3826,jordan,19.0
3827,horror,19.0
3828,christmas,19.0
3829,ground,19.0
3830,@simonmaginn:,19.0
3831,@awakenedoutlaw:,19.0
3832,pressure,19.0
3833,co/zsg2ktgvuh,19.0
3834,gurley,19.0
3835,60%-70%,19.0
3836,deaths:,19.0
3837,@michaelirvin88:,19.0
3838,urge,19.0
3839,utterly,19.0
3840,hydroxychloroquine,19.0
3841,bathroom,19.0
3842,"jesus",19.0
3843,"accra",19.0
3844,~,19.0
3845,likes,19.0
3846,vid,19.0
3847,helpdesk,19.0
3848,interested,19.0
3849,infecting,19.0
3850,@realdonaldtrump's,19.0
3851,lifetime,19.0
3852,post's,19.0
3853,powerful,19.0
3854,depression,19.0
3855,chick,19.0
3856,@carlmelin:,19.0
3857,50%,19.0
3858,"3%",19.0
3859,buzdar,19.0
3860,virus),19.0
3861,assume,19.0
3862,outrage,19.0
3863,sneezing,19.0
3864,double,19.0
3865,@normanbrennan:,19.0
3866,cucumber,19.0
3867,@alyssa_milano,19.0
3868,announces,19.0
3869,"free",19.0
3870,coronavirusupdates,19.0
3871,growing,19.0
3872,asthma,19.0
3873,george,19.0
3874,observation,19.0
3875,@suziebfitness:,19.0
3876,chances,19.0
3877,@garygrumbach:,19.0
3878,falling,19.0
3879,figga,19.0
3880,comments,19.0
3881,bespoke,19.0
3882,exact,19.0
3883,cheeks,19.0
3884,secof,19.0
3885,behaviour,19.0
3886,herself,19.0
3887,privatized,19.0
3888,mcdonalds,19.0
3889,brings,19.0
3890,bashir,19.0
3891,meaning,19.0
3892,peace,19.0
3893,lately,19.0
3894,foreign,19.0
3895,indonesian,19.0
3896,@ameliahouchins:,19.0
3897,nehru,19.0
3898,@umarsaif:,19.0
3899,min,19.0
3900,@mikehudema:,19.0
3901,@chanelrion,19.0
3902,cheap,19.0
3903,ba,19.0
3904,corona':,19.0
3905,prince,19.0
3906,appre,19.0
3907,dare,19.0
3908,previous,19.0
